,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
4606,"var7_woe,var5_woe,var7",0.937081712214136,0.028906864961731064,0.009321071349642182,0.49402467228082203,1.4404274558446004,median,stdscl,SMOTE,DT
4607,"var7_woe,var5_woe,var8",0.9644995074066295,0.30837897134435344,0.44343290176130556,0.5927296843839341,2.000662093551869,median,stdscl,SMOTE,DT
4608,"var7_woe,var6_woe,var2_woe",0.9677796119298696,0.2409352023982984,0.3568648033496407,0.5771864309565752,1.9018308462360856,median,stdscl,SMOTE,DT
4609,"var7_woe,var6_woe,var1_woe",0.953578891032674,0.8876216315798289,0.9184087621051541,0.5357906775984782,2.4077783307363063,median,stdscl,SMOTE,DT
4610,"var7_woe,var6_woe,var8_woe",0.9587291754198267,0.3340702406672361,0.47508386538830916,0.5587149126412011,1.9925279534493368,median,stdscl,SMOTE,DT
4611,"var7_woe,var6_woe,var1",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.47300464441223167,0.4748498308055632,median,stdscl,SMOTE,DT
4612,"var7_woe,var6_woe,var2",0.9676279839315614,0.24858898993451573,0.36712665160093555,0.5985877213538587,1.9333423568863557,median,stdscl,SMOTE,DT
4613,"var7_woe,var6_woe,var3",0.9694749661995146,0.11353397310288231,0.16449587785519543,0.5155090424270249,1.649479886481735,median,stdscl,SMOTE,DT
4614,"var7_woe,var6_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.4219419622661238,0.4237871486594553,median,stdscl,SMOTE,DT
4615,"var7_woe,var6_woe,var5",0.9508805317160927,0.9735550754492622,0.9619622181556916,0.5017275030716841,2.4145702529434683,median,stdscl,SMOTE,DT
4616,"var7_woe,var6_woe,var6",0.9506074415793064,0.974643688556164,0.9624755220007063,0.49675497703036503,2.409837940610378,median,stdscl,SMOTE,DT
4617,"var7_woe,var6_woe,var7",0.937081712214136,0.028906864961731064,0.009321071349642182,0.49402467228082203,1.4404274558446004,median,stdscl,SMOTE,DT
4618,"var7_woe,var6_woe,var8",0.9644995074066295,0.30837897134435344,0.44343290176130556,0.5927296843839341,2.000662093551869,median,stdscl,SMOTE,DT
4619,"var7_woe,var2_woe,var1_woe",0.9677796119298696,0.2409352023982984,0.3568648033496407,0.6069059819812324,1.9315503972607426,median,stdscl,SMOTE,DT
4620,"var7_woe,var2_woe,var8_woe",0.9647681323510234,0.34225996080992815,0.4830591102111006,0.5974649136766779,2.045292156238802,median,stdscl,SMOTE,DT
4621,"var7_woe,var2_woe,var1",0.9678641028591572,0.22720192935738331,0.3381575599128227,0.597041472729547,1.9030631355015268,median,stdscl,SMOTE,DT
4622,"var7_woe,var2_woe,var2",0.9676457529249924,0.24907467885913345,0.367767251037825,0.5996194300901805,1.9350324340529979,median,stdscl,SMOTE,DT
4623,"var7_woe,var2_woe,var3",0.9661646274749143,0.22607982046257682,0.3369818332049137,0.577633325451438,1.8807797861312658,median,stdscl,SMOTE,DT
