,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
1895,"var4_woe,var2_woe,var7",0.9662600533999319,0.44964745683230334,0.5957020940248929,0.6857113117593983,2.247673459184223,mean,stdscl,SMOTE,LR
1896,"var4_woe,var2_woe,var8",0.9664211830456341,0.47080004689410304,0.6158983133133016,0.6941790376988082,2.276498534057744,mean,stdscl,SMOTE,LR
1897,"var4_woe,var1_woe,var8_woe",0.9661383136579705,0.49401262791204004,0.6374657080607098,0.6860834333297038,2.289687455048384,mean,stdscl,SMOTE,LR
1898,"var4_woe,var1_woe,var1",0.9573864045333003,0.9127937161901891,0.9334051792745732,0.6565783870604619,2.5473699708683353,mean,stdscl,SMOTE,LR
1899,"var4_woe,var1_woe,var2",0.9528846054304025,0.9699375303555577,0.9608657593536304,0.5553041328591187,2.469054497643152,mean,stdscl,SMOTE,LR
1900,"var4_woe,var1_woe,var3",0.9574071728858243,0.9132124135389975,0.9336431175541813,0.6603979442887753,2.551448234728781,mean,stdscl,SMOTE,LR
1901,"var4_woe,var1_woe,var4",0.957426613089053,0.914033060342662,0.9341028793567884,0.6597885259698941,2.5513180184157354,mean,stdscl,SMOTE,LR
1902,"var4_woe,var1_woe,var5",0.9612574244906964,0.5178951246880704,0.659745528087325,0.659995908946528,2.2809988615245493,mean,stdscl,SMOTE,LR
1903,"var4_woe,var1_woe,var6",0.9612589604166369,0.5179453683699274,0.6597894565716718,0.6563766934531454,2.2774251104414542,mean,stdscl,SMOTE,LR
1904,"var4_woe,var1_woe,var7",0.9616034466662661,0.5273074410892831,0.6679131501495613,0.6627782809171948,2.2922948777330223,mean,stdscl,SMOTE,LR
1905,"var4_woe,var1_woe,var8",0.96222052221196,0.5157513942621715,0.6576856889454108,0.6658282028146375,2.2857344139720084,mean,stdscl,SMOTE,LR
1906,"var4_woe,var8_woe,var1",0.9659922142025276,0.4951012410189419,0.6384848095059712,0.6902984046018978,2.2947754283103965,mean,stdscl,SMOTE,LR
1907,"var4_woe,var8_woe,var2",0.9533109842285639,0.9709591518866503,0.9614048758139473,0.5710595094454345,2.4857753694879454,mean,stdscl,SMOTE,LR
1908,"var4_woe,var8_woe,var3",0.9653755925785042,0.5006280460232125,0.6436103703656763,0.6899703598240186,2.2989563227681993,mean,stdscl,SMOTE,LR
1909,"var4_woe,var8_woe,var4",0.9652611614150165,0.5014654407208293,0.6443872190072721,0.6899091976656949,2.2995575780879838,mean,stdscl,SMOTE,LR
